city_town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Biden_20,Trump_20,Clinton_16,Trump_16,County
Medford,8,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1676,540,1457,574,Middlesex
Belmont,-,1,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1552,332,1326,339,Middlesex
Belmont,-,2,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1583,447,1248,501,Middlesex
Belmont,-,3,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1436,366,1317,366,Middlesex
Belmont,-,4,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1266,330,1132,322,Middlesex
Belmont,-,5,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1444,349,1275,350,Middlesex
Belmont,-,6,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1540,314,1366,339,Middlesex
Belmont,-,7,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1588,316,1339,345,Middlesex
Belmont,-,8,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1590,502,1249,544,Middlesex
Cambridge,11,1,24th Middlesex,2nd Middlesex,7th Congressional,6th District,2130,164,1652,91,Middlesex
Cambridge,11,3,24th Middlesex,2nd Middlesex,7th Congressional,6th District,1705,152,1557,152,Middlesex
Cambridge,4,1,25th Middlesex,1st Suffolk and Middlesex,7th Congressional,6th District,1873,75,1715,59,Middlesex
Cambridge,4,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1887,99,1752,97,Middlesex
Cambridge,4,3,25th Middlesex,1st Suffolk and Middlesex,5th Congressional,6th District,629,37,636,31,Middlesex
Cambridge,6,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1674,70,1648,78,Middlesex
Cambridge,6,3,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1805,136,1661,127,Middlesex
Cambridge,7,1,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1730,70,1720,55,Middlesex
Cambridge,7,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,828,58,929,48,Middlesex
Cambridge,7,3,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,505,33,559,33,Middlesex
Cambridge,8,1,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1213,55,1200,61,Middlesex
Cambridge,8,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1213,53,1224,63,Middlesex
Cambridge,8,3,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,277,14,426,11,Middlesex
Cambridge,10,1,25th Middlesex,2nd Middlesex,5th Congressional,6th District,2090,108,1934,100,Middlesex
Cambridge,10,2,25th Middlesex,2nd Middlesex,5th Congressional,6th District,1998,79,1946,83,Middlesex
Cambridge,1,1,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1898,227,1404,224,Middlesex
Cambridge,1,2,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1447,190,1267,179,Middlesex
Cambridge,1,3,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1600,201,1365,202,Middlesex
Cambridge,2,1,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1504,102,1342,74,Middlesex
Cambridge,3,1,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1553,191,1354,176,Middlesex
Cambridge,3,2,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,938,62,914,62,Middlesex
Cambridge,3,2A,26th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,712,56,675,34,Middlesex
Cambridge,3,3,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1463,83,1376,62,Middlesex
Cambridge,6,1,26th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1846,74,1656,80,Middlesex
Cambridge,9,1,29th Middlesex,2nd Middlesex,5th Congressional,6th District,2111,105,1948,98,Middlesex
Cambridge,9,2,29th Middlesex,2nd Middlesex,5th Congressional,6th District,2211,208,1926,236,Middlesex
Cambridge,9,3,29th Middlesex,2nd Middlesex,5th Congressional,6th District,1697,197,1557,193,Middlesex
Cambridge,10,3,29th Middlesex,2nd Middlesex,7th Congressional,6th District,1732,101,1585,84,Middlesex
Cambridge,11,2,29th Middlesex,2nd Middlesex,7th Congressional,6th District,2125,170,1996,184,Middlesex
Cambridge,2,2,8th Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,295,11,433,19,Middlesex
Cambridge,2,3,8th Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,808,76,761,79,Middlesex
Cambridge,5,1,8th Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,1670,88,1505,72,Middlesex
Cambridge,5,2,8th Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,1757,114,1678,115,Middlesex
Cambridge,5,3,8th Suffolk,1st Suffolk and Middlesex,7th Congressional,6th District,1309,60,1262,61,Middlesex
Somerville,1,1,26th Middlesex,2nd Middlesex,7th Congressional,6th District,1093,237,1032,199,Middlesex
Somerville,1,2,26th Middlesex,2nd Middlesex,7th Congressional,6th District,1854,358,1318,293,Middlesex
Somerville,1,3,26th Middlesex,2nd Middlesex,7th Congressional,6th District,1203,223,1041,193,Middlesex
Somerville,2,1,26th Middlesex,2nd Middlesex,7th Congressional,6th District,1766,140,1617,133,Middlesex
Somerville,2,2,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2072,163,1915,147,Middlesex
Somerville,2,3,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2042,193,1797,176,Middlesex
Somerville,3,1,27th Middlesex,2nd Middlesex,7th Congressional,6th District,1755,183,1598,163,Middlesex
Somerville,3,2,27th Middlesex,2nd Middlesex,7th Congressional,6th District,1785,195,1652,202,Middlesex
Somerville,3,3,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2099,184,1903,175,Middlesex
Somerville,5,1,27th Middlesex,2nd Middlesex,7th Congressional,6th District,1876,275,1643,260,Middlesex
Somerville,5,2,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2213,192,1956,227,Middlesex
Somerville,5,3,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2086,191,2000,182,Middlesex
Somerville,6,1,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2350,156,2183,159,Middlesex
Somerville,6,2,27th Middlesex,2nd Middlesex,7th Congressional,6th District,2136,140,2012,179,Middlesex
Somerville,6,3,27th Middlesex,2nd Middlesex,7th Congressional,6th District,1094,107,1270,120,Middlesex
Somerville,4,1,34th Middlesex,2nd Middlesex,7th Congressional,6th District,1124,265,1054,231,Middlesex
Somerville,4,2,34th Middlesex,2nd Middlesex,7th Congressional,6th District,1435,214,1243,190,Middlesex
Somerville,4,3,34th Middlesex,2nd Middlesex,7th Congressional,6th District,1698,246,1432,233,Middlesex
Somerville,7,1,34th Middlesex,2nd Middlesex,7th Congressional,6th District,2042,172,1974,203,Middlesex
Somerville,7,2,34th Middlesex,2nd Middlesex,7th Congressional,6th District,1691,176,1535,171,Middlesex
Somerville,7,3,34th Middlesex,2nd Middlesex,7th Congressional,6th District,1613,273,1565,292,Middlesex
Everett,1,1,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,808,318,737,294,Middlesex
Everett,1,2,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,714,332,666,290,Middlesex
Everett,2,1,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,886,360,776,336,Middlesex
Everett,2,2,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,745,272,702,249,Middlesex
Everett,3,1,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1008,391,828,412,Middlesex
Everett,3,2,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,872,345,779,346,Middlesex
Everett,4,1,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,916,415,888,416,Middlesex
Everett,4,2,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,797,298,797,286,Middlesex
Everett,5,1,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,905,338,765,343,Middlesex
Everett,5,2,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,851,277,818,299,Middlesex
Everett,6,1,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,969,382,809,344,Middlesex
Everett,6,2,28th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1021,365,896,325,Middlesex
Bernardston,-,1,2nd Berkshire,"Hampshire, Franklin and Worcester",1st Congressional,8th District,916,423,711,382,Franklin
Charlemont,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,492,235,407,228,Franklin
Colrain,-,1,2nd Berkshire,"Hampshire, Franklin and Worcester",1st Congressional,8th District,667,306,513,257,Franklin
Dalton,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1305,560,1091,491,Berkshire
Dalton,-,2,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1377,479,1099,449,Berkshire
Greenfield,-,1,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,728,322,547,280,Franklin
Greenfield,-,2,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,896,327,741,341,Franklin
Greenfield,-,3,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,801,293,638,254,Franklin
Greenfield,-,4,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,870,296,736,257,Franklin
Greenfield,-,5,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,841,195,718,175,Franklin
Greenfield,-,6,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,879,186,736,154,Franklin
Greenfield,-,7,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,615,236,483,246,Franklin
Greenfield,-,8,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,701,185,515,170,Franklin
Greenfield,-,9,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,552,225,460,221,Franklin
Hawley,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,155,70,105,67,Franklin
Heath,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,294,158,244,165,Franklin
Hinsdale,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,771,402,606,403,Berkshire
Leyden,-,1,2nd Berkshire,"Hampshire, Franklin and Worcester",1st Congressional,8th District,330,155,306,139,Franklin
Monroe,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,28,31,25,26,Franklin
Northfield,-,1,2nd Berkshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1211,592,1013,533,Franklin
Peru,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,299,216,255,207,Berkshire
Pittsfield,1,B,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1161,397,980,366,Berkshire
Pittsfield,1,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,944,312,789,309,Berkshire
Pittsfield,2,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,706,184,617,143,Berkshire
Pittsfield,2,B,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1269,377,1048,370,Berkshire
Pittsfield,3,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1412,376,1233,326,Berkshire
Pittsfield,3,B,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1448,420,1248,414,Berkshire
Pittsfield,4,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1411,394,1162,402,Berkshire
Pittsfield,4,B,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1534,557,1342,528,Berkshire
Pittsfield,5,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1198,301,959,273,Berkshire
Pittsfield,5,B,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1207,454,1030,414,Berkshire
Pittsfield,6,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1261,333,1115,328,Berkshire
Pittsfield,6,B,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,889,235,713,253,Berkshire
Pittsfield,7,A,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,750,274,658,226,Berkshire
Pittsfield,7,B,3rd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,1214,403,1013,419,Berkshire
Rowe,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,152,113,122,99,Franklin
Savoy,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,226,161,184,163,Berkshire
Windsor,-,1,2nd Berkshire,"Berkshire, Hampshire, Franklin & Hampden",1st Congressional,8th District,370,201,313,159,Berkshire
Georgetown,-,1,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,1100,948,863,848,Essex
Georgetown,-,2,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,983,760,727,725,Essex
Georgetown,-,3,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,968,680,757,655,Essex
Groveland,-,1,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,1230,954,913,968,Essex
Groveland,-,2,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,1191,1022,909,966,Essex
Merrimac,-,1,2nd Essex,1st Essex,6th Congressional,5th District,1304,810,923,770,Essex
Merrimac,-,2,2nd Essex,1st Essex,6th Congressional,5th District,1245,915,972,852,Essex
Newbury,-,1,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,1631,817,1290,793,Essex
Newbury,-,2,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,1507,937,1175,923,Essex
W. Newbury,-,1,2nd Essex,1st Essex and Middlesex,6th Congressional,5th District,2111,1061,1620,1020,Essex
Athol,-,1,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,952,906,733,856,Worcester
Athol,-,2,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,811,895,608,781,Worcester
Athol,-,3,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,942,778,735,698,Worcester
Belchertown,-,A,2nd Franklin,1st Hampden and Hampshire,2nd Congressional,8th District,1519,771,1103,698,Hampshire
Belchertown,-,B,7th Hampden,1st Hampden and Hampshire,2nd Congressional,8th District,1351,996,977,894,Hampshire
Belchertown,-,C,7th Hampden,1st Hampden and Hampshire,2nd Congressional,8th District,1405,1028,1048,955,Hampshire
Belchertown,-,D,7th Hampden,1st Hampden and Hampshire,2nd Congressional,8th District,1618,686,1280,606,Hampshire
Erving,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,550,355,420,300,Franklin
Gill,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,679,279,579,259,Franklin
New Salem,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,419,237,337,208,Franklin
Orange,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,902,907,714,799,Franklin
Orange,-,2,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1082,792,773,751,Franklin
Petersham,-,1,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,528,321,417,312,Worcester
Phillipston,-,1,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,465,607,374,550,Worcester
Royalston,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,256,206,193,179,Worcester
Royalston,-,2,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,152,151,121,142,Worcester
Templeton,-,A,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,765,888,550,768,Worcester
Templeton,-,B,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,661,740,502,708,Worcester
Templeton,-,C,2nd Franklin,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,635,661,469,592,Worcester
Warwick,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,343,160,271,142,Franklin
Wendell,-,1,2nd Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,487,105,402,104,Franklin
Hampden,-,1,2nd Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1539,1713,1188,1645,Hampden
Longmeadow,-,A,2nd Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1425,649,1125,624,Hampden
Longmeadow,-,B,2nd Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1263,604,1028,616,Hampden
Longmeadow,-,C,2nd Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1378,794,1055,782,Hampden
Longmeadow,-,D,2nd Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1241,730,1013,806,Hampden
Longmeadow,-,E,2nd Hampden,1st Hampden and Hampshire,1st Congressional,8th District,1372,716,1090,629,Hampden
Monson,-,A,2nd Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,791,871,625,784,Hampden
Monson,-,B,2nd Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,815,851,622,736,Hampden
Monson,-,C,2nd Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,840,866,675,739,Hampden
Easthampton,-,1,2nd Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,1430,485,1127,514,Hampshire
Easthampton,-,2,2nd Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,1685,412,1370,417,Hampshire
Easthampton,-,3,2nd Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,1517,432,1140,447,Hampshire
Easthampton,-,4,2nd Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,1810,400,1464,453,Hampshire
Easthampton,-,5,2nd Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,1354,796,1112,768,Hampshire
Granby,-,2,2nd Hampshire,1st Hampden and Hampshire,1st Congressional,8th District,906,956,702,890,Hampshire
